TimeStamp,VehicleModel,SteeringAngle,AccelPedalRate,BrakePedalRate,Velocity,YawRate,RollRate,PitchRate,Latitude,Longitude,Height,Roll,Pitch,Yaw
75.3,IONIQ6,753,753,753,753,753,753,753,753,753,753,753,753,753
75.4,IONIQ6,754,754,754,754,754,754,754,754,754,754,754,754,754
75.5,IONIQ6,755,755,755,755,755,755,755,755,755,755,755,755,755
75.6,IONIQ6,756,756,756,756,756,756,756,756,756,756,756,756,756
75.7,IONIQ6,757,757,757,757,757,757,757,757,757,757,757,757,757
75.8,IONIQ6,758,758,758,758,758,758,758,758,758,758,758,758,758
75.9,IONIQ6,759,759,759,759,759,759,759,759,759,759,759,759,759
76,IONIQ6,760,760,760,760,760,760,760,760,760,760,760,760,760
76.1,IONIQ6,761,761,761,761,761,761,761,761,761,761,761,761,761
76.2,IONIQ6,762,762,762,762,762,762,762,762,762,762,762,762,762
76.3,IONIQ6,763,763,763,763,763,763,763,763,763,763,763,763,763
76.4,IONIQ6,764,764,764,764,764,764,764,764,764,764,764,764,764
76.5,IONIQ6,765,765,765,765,765,765,765,765,765,765,765,765,765
76.6,IONIQ6,766,766,766,766,766,766,766,766,766,766,766,766,766
76.7,IONIQ6,767,767,767,767,767,767,767,767,767,767,767,767,767
76.8,IONIQ6,768,768,768,768,768,768,768,768,768,768,768,768,768
76.9,IONIQ6,769,769,769,769,769,769,769,769,769,769,769,769,769
77,IONIQ6,770,770,770,770,770,770,770,770,770,770,770,770,770
77.1,IONIQ6,771,771,771,771,771,771,771,771,771,771,771,771,771
77.2,IONIQ6,772,772,772,772,772,772,772,772,772,772,772,772,772
77.3,IONIQ6,773,773,773,773,773,773,773,773,773,773,773,773,773
77.4,IONIQ6,774,774,774,774,774,774,774,774,774,774,774,774,774
77.5,IONIQ6,775,775,775,775,775,775,775,775,775,775,775,775,775
77.6,IONIQ6,776,776,776,776,776,776,776,776,776,776,776,776,776
77.7,IONIQ6,777,777,777,777,777,777,777,777,777,777,777,777,777
77.8,IONIQ6,778,778,778,778,778,778,778,778,778,778,778,778,778
77.9,IONIQ6,779,779,779,779,779,779,779,779,779,779,779,779,779
78,IONIQ6,780,780,780,780,780,780,780,780,780,780,780,780,780
78.1,IONIQ6,781,781,781,781,781,781,781,781,781,781,781,781,781
78.2,IONIQ6,782,782,782,782,782,782,782,782,782,782,782,782,782
78.3,IONIQ6,783,783,783,783,783,783,783,783,783,783,783,783,783
78.4,IONIQ6,784,784,784,784,784,784,784,784,784,784,784,784,784
78.5,IONIQ6,785,785,785,785,785,785,785,785,785,785,785,785,785
78.6,IONIQ6,786,786,786,786,786,786,786,786,786,786,786,786,786
78.7,IONIQ6,787,787,787,787,787,787,787,787,787,787,787,787,787
78.8,IONIQ6,788,788,788,788,788,788,788,788,788,788,788,788,788
78.9,IONIQ6,789,789,789,789,789,789,789,789,789,789,789,789,789
79,IONIQ6,790,790,790,790,790,790,790,790,790,790,790,790,790
79.1,IONIQ6,791,791,791,791,791,791,791,791,791,791,791,791,791
79.2,IONIQ6,792,792,792,792,792,792,792,792,792,792,792,792,792
79.3,IONIQ6,793,793,793,793,793,793,793,793,793,793,793,793,793
79.4,IONIQ6,794,794,794,794,794,794,794,794,794,794,794,794,794
79.5,IONIQ6,795,795,795,795,795,795,795,795,795,795,795,795,795
79.6,IONIQ6,796,796,796,796,796,796,796,796,796,796,796,796,796
79.7,IONIQ6,797,797,797,797,797,797,797,797,797,797,797,797,797
79.8,IONIQ6,798,798,798,798,798,798,798,798,798,798,798,798,798
79.9,IONIQ6,799,799,799,799,799,799,799,799,799,799,799,799,799
80,IONIQ6,800,800,800,800,800,800,800,800,800,800,800,800,800
80.1,IONIQ6,801,801,801,801,801,801,801,801,801,801,801,801,801
80.2,IONIQ6,802,802,802,802,802,802,802,802,802,802,802,802,802
80.3,IONIQ6,803,803,803,803,803,803,803,803,803,803,803,803,803
80.4,IONIQ6,804,804,804,804,804,804,804,804,804,804,804,804,804
80.5,IONIQ6,805,805,805,805,805,805,805,805,805,805,805,805,805
80.6,IONIQ6,806,806,806,806,806,806,806,806,806,806,806,806,806
80.7,IONIQ6,807,807,807,807,807,807,807,807,807,807,807,807,807
80.8,IONIQ6,808,808,808,808,808,808,808,808,808,808,808,808,808
80.9,IONIQ6,809,809,809,809,809,809,809,809,809,809,809,809,809
81,IONIQ6,810,810,810,810,810,810,810,810,810,810,810,810,810
81.1,IONIQ6,811,811,811,811,811,811,811,811,811,811,811,811,811
81.2,IONIQ6,812,812,812,812,812,812,812,812,812,812,812,812,812
81.3,IONIQ6,813,813,813,813,813,813,813,813,813,813,813,813,813
81.4,IONIQ6,814,814,814,814,814,814,814,814,814,814,814,814,814
81.5,IONIQ6,815,815,815,815,815,815,815,815,815,815,815,815,815
81.6,IONIQ6,816,816,816,816,816,816,816,816,816,816,816,816,816
81.7,IONIQ6,817,817,817,817,817,817,817,817,817,817,817,817,817
81.8,IONIQ6,818,818,818,818,818,818,818,818,818,818,818,818,818
81.9,IONIQ6,819,819,819,819,819,819,819,819,819,819,819,819,819
82,IONIQ6,820,820,820,820,820,820,820,820,820,820,820,820,820
82.1,IONIQ6,821,821,821,821,821,821,821,821,821,821,821,821,821
82.2,IONIQ6,822,822,822,822,822,822,822,822,822,822,822,822,822
82.3,IONIQ6,823,823,823,823,823,823,823,823,823,823,823,823,823
82.4,IONIQ6,824,824,824,824,824,824,824,824,824,824,824,824,824
82.5,IONIQ6,825,825,825,825,825,825,825,825,825,825,825,825,825
82.6,IONIQ6,826,826,826,826,826,826,826,826,826,826,826,826,826
82.7,IONIQ6,827,827,827,827,827,827,827,827,827,827,827,827,827
82.8,IONIQ6,828,828,828,828,828,828,828,828,828,828,828,828,828
82.9,IONIQ6,829,829,829,829,829,829,829,829,829,829,829,829,829
83,IONIQ6,830,830,830,830,830,830,830,830,830,830,830,830,830
83.1,IONIQ6,831,831,831,831,831,831,831,831,831,831,831,831,831
83.2,IONIQ6,832,832,832,832,832,832,832,832,832,832,832,832,832
83.3,IONIQ6,833,833,833,833,833,833,833,833,833,833,833,833,833
83.4,IONIQ6,834,834,834,834,834,834,834,834,834,834,834,834,834
83.5,IONIQ6,835,835,835,835,835,835,835,835,835,835,835,835,835
83.6,IONIQ6,836,836,836,836,836,836,836,836,836,836,836,836,836
83.7,IONIQ6,837,837,837,837,837,837,837,837,837,837,837,837,837
83.8,IONIQ6,838,838,838,838,838,838,838,838,838,838,838,838,838
83.9,IONIQ6,839,839,839,839,839,839,839,839,839,839,839,839,839
84,IONIQ6,840,840,840,840,840,840,840,840,840,840,840,840,840
84.1,IONIQ6,841,841,841,841,841,841,841,841,841,841,841,841,841
84.2,IONIQ6,842,842,842,842,842,842,842,842,842,842,842,842,842
84.3,IONIQ6,843,843,843,843,843,843,843,843,843,843,843,843,843
84.4,IONIQ6,844,844,844,844,844,844,844,844,844,844,844,844,844
84.5,IONIQ6,845,845,845,845,845,845,845,845,845,845,845,845,845
84.6,IONIQ6,846,846,846,846,846,846,846,846,846,846,846,846,846
84.7,IONIQ6,847,847,847,847,847,847,847,847,847,847,847,847,847
84.8,IONIQ6,848,848,848,848,848,848,848,848,848,848,848,848,848
84.9,IONIQ6,849,849,849,849,849,849,849,849,849,849,849,849,849
85,IONIQ6,850,850,850,850,850,850,850,850,850,850,850,850,850
85.1,IONIQ6,851,851,851,851,851,851,851,851,851,851,851,851,851
85.2,IONIQ6,852,852,852,852,852,852,852,852,852,852,852,852,852
85.3,IONIQ6,853,853,853,853,853,853,853,853,853,853,853,853,853
85.4,IONIQ6,854,854,854,854,854,854,854,854,854,854,854,854,854
85.5,IONIQ6,855,855,855,855,855,855,855,855,855,855,855,855,855
85.6,IONIQ6,856,856,856,856,856,856,856,856,856,856,856,856,856
85.7,IONIQ6,857,857,857,857,857,857,857,857,857,857,857,857,857
85.8,IONIQ6,858,858,858,858,858,858,858,858,858,858,858,858,858
85.9,IONIQ6,859,859,859,859,859,859,859,859,859,859,859,859,859
86,IONIQ6,860,860,860,860,860,860,860,860,860,860,860,860,860
86.1,IONIQ6,861,861,861,861,861,861,861,861,861,861,861,861,861
86.2,IONIQ6,862,862,862,862,862,862,862,862,862,862,862,862,862
86.3,IONIQ6,863,863,863,863,863,863,863,863,863,863,863,863,863
86.4,IONIQ6,864,864,864,864,864,864,864,864,864,864,864,864,864
86.5,IONIQ6,865,865,865,865,865,865,865,865,865,865,865,865,865
86.6,IONIQ6,866,866,866,866,866,866,866,866,866,866,866,866,866
86.7,IONIQ6,867,867,867,867,867,867,867,867,867,867,867,867,867
86.8,IONIQ6,868,868,868,868,868,868,868,868,868,868,868,868,868
86.9,IONIQ6,869,869,869,869,869,869,869,869,869,869,869,869,869
87,IONIQ6,870,870,870,870,870,870,870,870,870,870,870,870,870
87.1,IONIQ6,871,871,871,871,871,871,871,871,871,871,871,871,871
87.2,IONIQ6,872,872,872,872,872,872,872,872,872,872,872,872,872
87.3,IONIQ6,873,873,873,873,873,873,873,873,873,873,873,873,873
87.4,IONIQ6,874,874,874,874,874,874,874,874,874,874,874,874,874
